original,perturbed,type
"Out of towners that happened to stumble upon this gem. Thanks, Siri. Wow! What a great experience. Fantastic, wine, food and service.","Out of towners that appeared to stumble upon this gemstone. Gratefully, Siri. Yuck! What a great knowledge. Fantastic, wine, malnutrition and department.",Successful
"So I hated this Soba place owned by the same people, and I happen to stumble into this joint for lunch. It had a great sandwich (crab) and the soup was pretty decent (cream of cauliflower). Not sure how they are owned by the same people as Soba (I mean, obviously different chefs) but usually the same owner means similar quality and price, no?  Maybe the dishes are just hit and miss, and I got a hit here, whereas I had a serious miss over at Soba.  In any case, the crab sandwich was good-- nice, large chunks of crab.  No overkill on the sauce.  The soup was likewise good.  I don't understand how the two restaurants could possibly be related given the night and day of my food experience!  The wine, however, was overpriced for the quality.  I guess people aren't from SF and expect good wines for the same price!  Save your money, buy a nice $40-60 bottle at home and have a much better vino experience but pay less (or the same!).","So I hated this Soba place owned by the same people, and I happen to stumble into this joint for lunch. It had a glorious sandwich (crab) and the soup was pretty decent (cream of cauliflower). Not sure how they are owned by the same people as Soba (I mean, obviously different chefs) but usually the same owner means similar quality and price, no?  Maybe the dishes are just hit and miss, and I got a hit here, whereas I had a serious miss over at Soba.  In any case, the crab sandwich was good-- nice, large chunks of crab.  No overkill on the sauce.  The soup was likewise good.  I don't understand how the two restaurants could possibly be related given the night and day of my food experience!  The winemaker, however, was overpriced for the quality.  I guess people aren't from SF and expect good wines for the same price!  Save your money, buy a nice $40-60 bottle at home and have a much better vino experience but pay less (or the same!).",Successful
"Very expensive for a college student, but quite good.\nI would recommend this if you enjoy European food in general.","Very expensive for a college student, but quite okay.\nI would recommend this if you enjoy European food in general.",Successful
This place was recommended by an employee at Evolve spa across the street and I was very happy with the restaurant. The Salmon appetizer was delicious as was the gnocchi meal. I will definitely go back to this restaurant when I visit the area.,That place was recommended by an officers at Development spa across the roadway and I was much optimistic with the restaurants. The Sturgeon potluck was delicious as was the calamari restaurants. I desired definitely budge back to this restaurant when me consulted the zoning.,Successful
Food phenomenal! Service can be hit or miss.,Food noteworthy! Service can be hit or miss.,Successful
"1. Sat outside on patio metallic chairs and tables, when we made reservation expecting to sit in the restaurant, not outside! There was no information about this. If the restaurant inside seats g is full. Then they should mention to the customers making reservations that they will be sitting outside!!!\n2. Food is mediocre at best! They even screwed my order. Asked for risotto and got some pasta, not sure what.\n3. Asked for two cabs, someone at restaurant changed it to one big cab instead which could not hold all of us so we had to wait for another 25 mins for another one!!\n Would not recommend to anyone. Enough other good restaurants in Pittsburgh to go to. They have to have paid their way into magazines rating them highly!","1. Sat outside on patio metallic chairs and tables, when we realised booking expecting to seating in the restaurant, not outside! There was no details about this. If the eat inside posts g is full. Previously they should mention to the subscriber making booking that they go be sitting outside!!!\n2. Food is middling at best! They even nailed my order. Asked for risotto and enjoys some pasta, not sure what.\n3. Asked for two cab, someone at food amended it to one great cab however which could not keep all of we since we assumed to hoping for another 25 moments for another one!!\n Probably not praising to anyone. Well other good supper in Steelers to go to. They get to have paid their way into magazines rating them exceptionally!",Successful
"Ate lunch at Casbah for the first time. Tried the Piccolo Gusto: $15 gets you a small choice of salad, a half sandwich and a half portion of a pasta or risotto. Great deal and fantastic food. Argula salad, shodt rib sandwich and wild mishroom/truffle risotto. No need for dinner today!","Ate lunch at Casbah for the first time. Struggled the Piccolo Gusto: $15 gets you a small choice of salad, a half sandwich and a half portion of a pasta or risotto. Great deal and noteworthy bitty. Argula salad, shodt rib sandwich and wild mishroom/truffle risotto. No vital for dining today!",Successful
"Overall a good experience. Food was mostly very good. My sweet pea risotto was just OK. My wife's short rib ravioli was creative and very tasty. Neither of us are big eaters, but noted how small the portions were, especially compared to the price. One cup of risotto for $20+? Four ravioli for the same?\n\nThey altered the desert recipe on request, which for sure was over and above the call.\n\nService was attentive and the setting nice.","Overall a alright experience. Food was mostly very good. My sweet pea risotto was just OK. My wife's short rib ravioli was creative and very tasty. Neither of us are big eaters, but noted how small the portions were, especially compared to the price. One cup of risotto for $20+? Four ravioli for the same?\n\nThey altered the desert recipe on request, which for sure was over and above the call.\n\nService was attentive and the setting nice.",Successful
"Sharia don't like it, and neither does Becky. \n\nBoy and I went to Casbah on a warm Tuesday evening. The restaurant wasn't busy, and we were seated in the inviting outdoor patio. Our waitress was very pleasant and extremely informative about both the drink and food menus. \n\nWe shared a bottle of Mission la Caminade (Malbec, French). This was a very good, medium-bodied wine. \n\nMany yelpers have raved about Casbah's bread and pesto. I don't get it. I've had much better sourdough elsewhere and the pesto wasn't anything to write home about. \n\nI had the asparagus soup with crab for an appetizer.  The soup was served cold and tasted fresh enough, but something was off, and I barely ate half of it. \n\nI ordered the orecchiette pasta as an entree, which was served with grilled chicken and cranberries in a goat cheese cream sauce. I am upset to report that this tasted rather bland. The cranberries were the only spark of flavor in the dish.  Boy ordered the ricotta cavatelli pasta, which was in a marinara sauce with sausage and ricotta. I am sad to report that this too was tasteless. The ricotta was dumped on top and added nothing to the dish. \n\nWe glanced at the dessert menu, after spending so much on food we didn't enjoy, boy and I decided to cross the street for ice cream, instead. \n\nOverall, Casbah has a nice atmosphere and service, but their food quality doesn't match the price tag.","Sharia don't like it, and neither does Jenny. \n\nBoy and I turned to Casbah on a warm Tuesday evening. The restaurant wasn't busy, and we were seated in the inviting outdoor patio. Our miss was very pleasant and extremely informative about both the drink and food menus. \n\nWe shared a bottle of Mission la Caminade (Malbec, French). This was a very good, medium-bodied wines. \n\nMany yelpers have joked about Casbah's bread and pesto. I don't get it. I've had much better sourdough elsewhere and the pesto wasn't anything to write home about. \s\nI had the asparagus soup with crab for an appetizer.  The soup was served chilled and tasted fresh enough, but something was off, and I barely ate half of it. \n\nI ordered the orecchiette pasta as an entree, which was served with grilled chicken and cranberries in a goat cheese cream sauce. I am upset to report that this tasted rather bland. The cranberries were the only ignited of flavor in the dish.  Boy ordered the ricotta cavatelli pasta, which was in a marinara sauce with sausage and ricotta. I am sad to report that this too was innocuous. The ricotta was dumped on top and added nothing to the dish. \n\nWe grinned at the dessert menu, after spending so much on food we didn't enjoy, boy and I decided to cross the street for ice cream, instead. \n\nOverall, Casbah enjoy a nice rejuvenation and service, but their eat qualities doesn't game the price tag.",Successful
"Hard to remember another restaurant that hit home runs from start to finish.  Yinzes say it's pricey but I disagree, the quality is hard to find period.  Very progressive menu but not too wild, products are from near area farms, very knowledgable staff.  And butter served at the right temperature, that's a novel idea!  Just a great experience, can't wait to get back there.","Stiff to remember another restaurant that hit home runs from start to finish.  Yinzes dis it's treasure but I disagree, the quality is hard to find period.  Very progressive menu but not too wild, products are from near area farms, very knowledgable staff.  And butter served at the right temperature, that's a novel idea!  Just a admirable experience, can't expect to get back there.",Successful
"In my opinion, Casbah is the best of the big burrito restaurants. I have been to Casbah for dinner and drinks a few times. During my latest experience, I was impressed by the hearty fall entrees. I decided to take my husband to Casbah for his birthday on friday night. I called on Monday and luckily, I was able get a reservation without a problem. When we arrived, the restaurant was packed but we did not have to wait. We were sat in the beautiful front covered patio area. \n\nWe decided to start our meal with the veal and pork meatballs. This was my favorite part of the meal. I could have ordered 3 of these for my entree! The polenta and the crispy brussel sprouts added a smoothness and a salty crunch. Delish. You have to try these! For my entree, I ordered the double cut pork chop and my husband ordered the cioppino. The huge pork chop arrived medium well, as requested, but was still tender and juicy, even better when dipped in the sage jus. In additiion, the bitterness of the braised kale paired well with the smooth, creamy parmesan and proscutto risotto. My husband was also a big fan of the cioppino. The mussels, clams, shrimp, halibut and scallops were cooked to perfection. I was equally impressed with the size of the scallops. We're talking the width of a coffee cup! Unfortunately, we were too full for dessert but were presented with housemade salted carmels to end our meal. \n\nIf you are looking for a place to enjoy good wine, amazing food and a pleasant atmosphere, Casbah is for you.","Roundabout my idea, Casbah is the advisable of the heavy whopper catering. I could been to Casbah for dinnertime and glasses a modest phase. Roundabout my last witnessing, me was astonished by the profound falling entrees. I choose to take my husband to Casbah for his birthday on tonight nuit. I claimed on Today and hopefully, I was able learn a reservation without a problem. When we arrived, the restaurant was packed but we did not have to wait. We were sat in the beautiful front includes patio area. \n\nWe determination to start our foods with the hordes and pork pellets. These was my favorite parte of the nutrition. I could have ordered 3 of these for my entree! The polenta and the crispy brussel watercress added a smoothness and a salty crunch. Delightful. You have to vainly these! For my salads, me tells the duplicated cutbacks barbecued goblet and my spouse condemned the cioppino. The heavy meat downsizing occurred wherewithal well, as invited, but was once tender and crusty, even better when dipped in the wiser gravy. During additiion, the dislike of the grilled radishes coupled even with the orderly, creamy parmesan and proscutto risotto. My husband was also a big fans of the cioppino. The mussels, clams, shrimp, halibut and scallops were cooked to perfection. I was equally impressed with the calibrated of the scallops. We're talking the extent of a coffee copa! Unfortunately, we were too full for dessert but were portrayed with housemade salted carmels to end our meal. \n\nIf you are looking for a place to enjoy good winery, amazing food and a beau climates, Casbah is for you.",Successful
"Casbah is definitely my favorite restaurant in P-burgh; in fact, usually when I go somewhere else I wind up regretting that I didn't just go to Casbah. Every dish I've had has been excellent; some favorites are the sheep's milk gnudi, tuna tartare, arugala salad, bread pudding, and pretty much every soup. The short rib ravioli is a must have although arguably a touch salty. The menu is so inventive!","Casbah is definitely my favorite restaurant in P-burgh; in reality, broadly when I proceed somewhere else I headwinds up deplore that me didn't just gonna to Casbah. Every dishes I've assumed did been glamorous; some predilection are the sheep's milk gnudi, tone slaw, arugala tomato, wheat frosting, and comparatively muy any mashed. The shortest ribs mozzarella is a must could although supposedly a impact lrs. The path is however fantasy!",Successful
"For the record, I have returned a few times and still entirely stand by my original review from nearly 3 years ago. I will add that the food portions also seem to be decreasing! We went during happy hour last week and I had the worst tasting rye drink possible - described as rye with fig jam, bitters and lemon, sounded like something that cannot possibly be fucked up, but tasted like nothing but the juice wrenched out of unripe lemons - super dry and gave me a stomach ache. No fig flavor to be detected. To make matters worse, when my partner tried to ask the bartender about the drink, if it was supposed to be sooo god-aweful lemony, she responded with a \""""yes, it's got lemon in it.\"""" When he pressed the issue, she simply repeated, \""""yes, it's a lemon and fig drink.\"""" More frustrating than conversations with the wall. The risotto that we ordered was the size one would expect of a side dish (which is what risotto should be, but this was proposed as an entree...). It had about 5 little pieces of maitake mushroom and 6 hazelnuts in it and was otherwise flavorless. We added lots of salt and pepper. Total waste of $25 bucks. \n\nAlso, their bar seating sucks. The chairs are stationary and far away from each other, and a bit far from the bar for a shorty like me; my feet don't reach the foot bar on the chair either, so my legs fall asleep trying to sit there.","Across the record, I enjoy returned a nadir bouts and still entirely stand by my original explore from nearly 3 seniors thereafter. I will extra that the snacking portions also seem to be decreasing! We went during happy hour last week and I had the worst liking rye drink accessible - indicate as rye with fig jam, bitters and zesty, telephoned like something that cannot ultimately be fucked up, but comer like nothing but the juice flung out of apricots lemons - exquisite drier and gave me a stomach grief. Either fig tasting to ai discovered. To make matters trickiest, when my partner tried to poser the bartender about the drink, if it was supposed to be reall god-aweful lemony, she cater with a \""""yes, it's got lemon in it.\"""" When he pressed the issue, she simply repeated, \""""yes, it's a limes and numeral drink.\"""" More frustrating than conversations with the wall. The risotto that we avowed was the size one would hoped of a side volante (which is what risotto should be, but this was proposed as an entree...). It acres about 5 lightweight exhibits of maitake fungi and 6 hazelnuts in it and was otherwise flavorless. We added lots of salts and pepper. Any loss of $25 ticket. \n\nAlso, their bar seating bumps. The chairs are stationary and far away from each other, and a bit far from the bar for a shorty like me; my feet don't reach the foot bar on the chair either, so my legs fall asleep trying to sit there.",Successful
"It's a little pricier than most places in the area but the quality and ambiance is well worth it.    The food was really good and the drinks were relatively reasonably priced for the surroundings,  great place to take a date...or spouse.","It's a hardly pricier than most places in the area but the qualification and ambiance is well laudable it.    The food was admittedly nice and the drinks were relatively reasonably priced for the surroundings,  gargantuan place to take a date...or spouse.",Successful
"Wonderful brunch and good dinner. The service obviously prides itself on being super proper (choreographed plate delivery, polite to the point of almost sappy attitude on the part of the waiters) and it can be a little bit annoying even. However, this is the probably the classiest of the Big Burrito restaurants, so if you're looking for that, this place is great. Extensive, yet expensive, wine menu. Small-ish portions and a very pleasant covered heated patio.","Wondrous brunch and good dinner. The service obviously specializes itself on being funky relevant (choreographed plat delivery, mannered to the point of almost sappy attitude on the part of the waiters) and it can be a little bit annoying even. Once, this is the probably the classiest of the Big Burrito restaurants, so if you're attempting for that, this scene is great. Sizeable, yet expensive, wine way. Small-ish portions and a too satisfactory covered heated toit.",Successful
Went here for bruch and had their take on the classic eggs benedict.  I'm a huge eggs benedict fan and this was very good.  I opted for the prociuto as the meat option and I'm glad I did.  It gave the eggs enough flavor without having to add extra salt.  \n\nThe potatoes were perfectly cooked and the fruit was tasty as well.  Had the bellini and didn't realize how I much I would enjoy it so I had two!,Went here for bruch and had their selected on the classic eggs benedict.  I'm a huge eggs benedict fan and this was pretty okay.  me selected for the prociuto as the meat option and I'm glad I did.  It gave the eggs enough flavor without having to add extra salt.  \n\nThe potatoes were exactly cooked and the fruit was tasty as so.  Had the bellini and didn't attaining how I much I would enjoy it so I had two!,Successful
- Great food. I had the Gerber's Amish Farm Chicken Breast and it was cooked perfectly and delicious =]\n- Nice wine selection. Though I'm a beer guy.\n- Friendly staff.\n- Okay atmosphere.\n\nThis place is definitely worth trying. Will be back for seconds!,- Overwhelming food. I had the Gerber's Amish Closings Chicken Breast and it was cooked rather and delicious =]\n- Nice wine selection. Though I'm a beer boys.\n- Unpretentious staff.\n- Okay atmosphere.\n\nThis place is definitely creditable trying. Will be back for second!,Successful
"My husband and I went to Casbah on our first date night after having our son. Our plan was to take our time and indulge in everything. After we looked through both the wine selection (outstanding) and the menu (delicious), we decided to do things a little differently. Instead of ordering just two entrees, we wanted to sample as many libations and treats as possible.\n\nFirst, we ordered the white wine flight, and split a few seafood appetizers; then, we ordered the red wine flight, and split a few meaty appetizers; and, finally, we each ordered a glass of our favorite red and split a chocolate ravioli with raspberry sauce dessert. \n\nOur bill was quite pricey, but I feel totally worth it. Every single thing we drank and ate was delicate, perfect, satisfying, and well balanced. I would go back and spend the money any time!","My husband and I go to Casbah on our first date night after having our son. We plan was to take our time and indulge in everything. After we looked through both the liquor selection (remarkable) and the menu (wondrous), we decided to do things a little differently. Even of ordering just two inputs, we wanted to sample as dissimilar libations and treats as possible.\nth\nFirst, we ordered the blank wine theft, and ditch a few crab pastries; then, we requested the red liquor theft, and separated a few rubbery appetizers; and, finally, we every requested a glass of our favorite red and split a pastry appetizer with blueberry sauce dessert. \n\nOur billing was satisfactorily pricey, but I suppose totally worth it. Every reclusive thing we ethanol and ate was shaky, foolproof, positives, and even reconciling. I would budge back and tunnels the financials any moments!",Successful
"Brought my wife here for her birthday and we were lucky enough to arrive on the last of three nights of the truffle dinner. I saw it online before I arrived and dismissed it, but our server (Amanda) sold us on it when we got there. In fact, her thorough and enthusiastic descriptions of each course (including each cocktail and cheese) were a highlight of the meal. Sometimes over the top (\""""people say it's the best meal they have had in their life\"""" and \""""the chef took this week off so he could enjoy the meal as a customer--and it brought a tear to his eye\"""") but we genuinely loved it. \n\nFirst, she made excellent suggestions on the cocktail (mimosa) and she helped us decide on the rest of the meal. Her recommendation to split the truffle dinner and add an appetizer was perfect. We left completely satisfied. \n\nThe cheese was very good and the accoutrements well-paired. When I saw it on the plate, I didn't think it was very much but it ended up being the perfect amount. I also appreciated that they kept the bread coming, especially for the next course: a homemade pasta with pancetta, arugula and","Led my wife here for her birthday and we were lucky enough to arrive on the last of three nights of the truffle dinner. I saw it online before I arrived and dismissed it, but our server (Desiree) sold us on it when we got there. In fact, her ample and enthusiastic descriptions of each course (including each cocktail and cheese) were a highlight of the meal. Periodically over the maximum (\""""people affirming it's the best meal they have had in their life\"""" and \""""the chef took this jours off so he could enjoy the meal as a customer--and it brought a tear to his eye\"""") but we really wished it. \n\nFirst, she made excellent suggestions on the cocktail (mimosa) and she helped us decide on the rest of the meal. Her recommendation to split the truffle dinner and add an appetizer was perfect. We left completely fortunately. \n\nThe cheese was very good and the accoutrements well-paired. When I saw it on the plate, I didn't think it was very much but it ended up being the perfect amount. I also appreciated that they protected the bread coming, especially for the next course: a homemade pasta with pancetta, arugula and",Successful
"Good food, great service, but high prices.\n\nMy date and I shared 2 appetizers, a salad and each had an entree with the recommended wine pairings. Bill was $115 without tax--pricey by my standards for this experience. The new tuna tartare appetizer was the highlight of our night. The bruschetta with fig and grape butter, prosciutto and blue cheese was good, so was the beet salad.\n\nWe were disappointed with our entrees. My roasted duck breast with spinach and gnocchi was not hot. My date had the salmon with potato fennel puree, which she said tasted fishy.\n\nMake sure you aren't seated inside the tent where patrons are eating on a slope on outdoor metal tables--this is not my idea of a good dinner at this price range.\n\nAlthough I would come here again, there are certainly much better restaurants in the city. I would rank Casbah below Eleven within the Big Burrito group of restaurants.","Good food, great serving, but high price.\n\nMy date and I shared 2 appetizers, a salad and each had an entree with the recommended wine pairings. Bill was $115 without tax--pricey by my standards for this experience. The new tuna tartare appetizer was the highlight of our night. The bruschetta with fig and grape butter, prosciutto and blue cheese was good, so was the beet salad.\n\nWe were frustrations with our entrees. My roasted duck breast with spinach and gnocchi was not hot. My date had the salmon with potato fennel puree, which she said tasted fishy.\n\nMake sure you aren't seated inside the tent where patrons are eating on a slope on outdoor metal tables--this is not my idea of a good dinner at this price range.\n\nAlthough I would come here again, there are unmistakably much bestest restaurants in the city. I would echelons Casbah below Eleven within the Big Burrito group of restaurants.",Successful
"Not a good vegan experience.  We were meeting friends at Casbah for dinner -their choice.  Since I follow a version of vegan, I called ahead and was assured that they had vegan versions of a couple of pasta dishes.  Server was very cooperative and said she would instruct the kitchen to omit the meat and  increase the veggies on their cavatelli.   Well, they omitted the meat, but I was left with one of the smallest servings of pasta that I have ever seen.  At about $20, it was close to the price of caviar!","Nothingness a lovely vegan experience.  We were meeting friends at Casbah for dinner -their choice.  Since I follow a version of vegan, I called ahead and was assured that they had vegan versions of a couple of pasta dishes.  Server was very cooperative and said she would instruct the kitchen to omit the meat and  increase the veggies on their cavatelli.   Well, they omitted the meat, but I was left with one of the smaller servings of pasta that I have ever seen.  At about $20, it was close to the price of caviar!",Successful
A delicious menu with a twist. Unique wine list too!,another savory menu with a distortion. Odd vinny quoted too!,Successful
"Though Casbah has been around for ages this was our first time dining there. In short, the restaurant itself was nice and the food interesting though a little on the pricey side. Service started out great but for some reason our entrees took forever and our waiter more or less abandoned us. If I'm spending a $150 on dinner for 2 I expect some sort of explanation on why we are having to wait 45 minutes plus between our appetizer and the entrees. At a minimum, I don't want to have to flag down the server to order another drink and for god's sake don't make me ask for a refill of my water.  If I was only basing my decision on food I'd probably go back but all things considered there are too many other restaurants in Pittsburgh where I can get amazing food AND an amazing dining experience.","Anyhow Casbah has been around for ages this was our first zeit dining there. In short, the restaurant itself was nice and the food interesting though a little on the pricey side. Serves cranking out great but for some arguments our entrees took forever and our waiter more or less abandoned us. If I'm spending a $150 on dinner for 2 I envisaged some sorting of argument on why we are having to wait 45 recordings plus between our delish and the entrees. At a minimum, I don't want to have to flag down the server to order another drink and for god's sake don't make me ask for a refill of my water.  Though I was only guesses my decision on food I'd probably go back but all things studied there are too disparate other restaurants in Pittsburgh where I can learn amazing food AND an amazing dining experience.",Successful
"I've been to this restaurant with my husband twice, once for dinner before I moved to Pittsburgh, and once for brunch a few months ago, and both were great meals. When I went for dinner they accidentally threw away my doggy-bag instead of giving it to me, but they offered to make me a new order, so it worked out fine. When we went for brunch it was quite crowded and we had to wait a while before getting seats at the bar. The food is really fantastic though and there are good vegetarian options. It's pricey, but worth it if you're celebrating a special occasion. Seems like it would be perfect if you're looking for a romantic place to impress a date.","I've been to this restaurant with my husband twice, once for dinner before I moved to Pittsburgh, and once for brunch a few months ago, and both were large grocery. When I went for dinner they accidentally threw away my doggy-bag instead of giving it to me, but they offered to make me a new order, so it worked out fine. When we went for brunch it was quite crowded and we had to wait a while before getting seats at the bar. The food is effectively funky though and there are good vegetarian options. It's exorbitant, but worthwhile it if you're celebrating a special occasion. Seems like it would be perfect if you're looking for a romantic place to impress a date.",Successful
"This is a well run restaurant with great food, great consistency and excellent service.  We were sitting on the patio and the angle of the sun changed to shine right in our eyes, but the waiter was able to quickly move us to a better table.  I highly recommend the cheese plate, it is probably the best in Pittsburgh.  The Arugula Salad is delicious.  So is the Alaskan Halibut.  You really can't go wrong with Casbah.","This is a perfectly executed restaurant with phenomenal meals, brilliant consistency and unbelievable department.  We were hearing on the playground and the angles of the sunshine evolving to shimmer right in our visualise, but the waiter was competent to immediately wiggle us to a best table.  I highly hints the cheese plates, it is decidedly the finest in Steelers.  The Celery Vinaigrette is exquisite.  So is the Alaskan Halibut.  You explicitly can't went wrong with Casbah.",Failed
"I am so happy they got rid of those awful bar stools!!!   We often choose not to walk in to Casbah without a reservation because the bar area was historically uncomfortable.  They have traded out the old stools that were screwed in to the floor, too far from your companions, and didn't comfortably turn to face people (who thought that was a good idea?) in for some admittedly less attractive but functional chairs,  I'm a big fan of the lunch and dinner there--we'll add that more often to our walk-in list now,","I am so optimistic they got rid of those repugnant bar droppings!!!   We often choose not to walk in to Casbah without a reservation because the bar area was historically uncomfortable.  They have traded out the old stools that were screwed in to the floor, too far from your companions, and didn't comfortably turn to face people (who thought that was a good idea?) in for some admittedly less attractive but functional chairs,  I'm a big venting of the lunch and meal there--we'll add that more often to our walk-in list now,",Successful
"Casbah is fast becoming my favorite restaurant in Pittsburgh. I have been there twice now and both times the service and food was impeccable. \n\nThe calamari and the proscuitto appetizer are a great start to the meal and not too heavy or filling and I could eat a whole basket of the warm bread. I'd love to know where they get it from as I can't imagine they bake it there, but maybe they do! \n\nThe pork chop is their signature dish and does not disappoint. My husband had the duck the last time we were there and it was juicy on the inside and had a great crispy skin. I had the red pepper casereccia and was thrilled with the amount of seafood in the dish. There were 4 HUGE, delicious scallops and a ton of lump crab. Very impressive. I was there with a group of 6 this time and everyone had clean plates at the end of the meal. \n\nI like the fact that it seems like the menu changes with the seasons. The proteins may stay static, but since they use a lot of local ingredients, the accompaniments/side dishes might be different every time you come. Honestly, this is one of the best restaurants in Pittsburgh. I plan on trying it for brunch or lunch sometime soon.","Casbah is briefly obtains my favourite dinner in Pittsburgh. I received been there doubly now and both seasons the serving and dinners was flawless. \n\nThe calamari and the proscuitto risotto are a brilliant starter to the restaurant and not too difficult or complete and me could dining a whole basket of the hottest loaf. I'd darling to recognize where they achieved it from as me can't devine they bake it there, but ultimately they did! \n\nThe pig reduction is their signature dish and would not disappointment. My husband been the duck the definitive time we were there and it was juicy on the home and assumed a marvelous calamari hide. I assumed the red pepper casereccia and was thrilled with the extent of crab in the flyer. There were 4 GREAT, fabulous scallops and a ton of lump crab. Fully phenomenal. me was there with a bundle of 6 this occasion and everyone brought healthier plates at the end of the meal. \n\nI adore the fact that it seems like the menus alter with the seasons. The antibodies may stay stationary, but since they exploited a myriad of local ingredients, the accompaniments/party bowl possibilities be various any length you come. Clearly, this is one of the best dinners in Pittsburgh. I plan on try it for feast or brunches sometime promptly.",Failed
"Lovely, relaxing atmosphere. The cauliflower soup with tarragon emulsion was fabulous, as was the tomato basil soup. The waiter was attentive and happily allowed for a substitution on my salad so I could try one of the raw milk cheeses from their cheese sampler. The grilled chicken breast on my salad was a bit more dry and hard than I like, but I am not a big fan of barbecuing chicken and it certainly seemed to have been charred that way. If the chicken had been moist, this place would get all five stars from me!","Loverly, defuse atmosphere. The cauliflower soup with tarragon emulsion was noteworthy, as was the tomato basil soup. The waiter was attentive and hopefully allowed for a substitution on my salad so I could try one of the raw milk cheeses from their cheese sampler. The grilled chicken breast on my salad was a dick more dry and hard than I like, but me am not a big fan of barbecuing chicken and it certainly seemed to have been charred that way. If the chicken had been moist, this placement would recieve all five stars from me!",Successful
"So I'm a lowkey snob when it comes to going to nice restaurants and though a lot of places charge an arm and a leg, are overrated, and are just not up to par with what I'm used to coming from Sf and La. With that said, casbah was a nice little taste of home for me.  It had really fresh ingredients and a nice selection of wines to go with. We started with a cheese trio with was paired well with different preserves and chutneys.  We then had roasted octopus and the scallops.   The scallops for me were very interesting and a little too sweet for my taste with the pear and lacked texural components.  However the octopus has a real nice char, and was full of great well rounded flavors.  For our entrees, my bf got the duck which was underseasoned, and the fat was jot rendered out correctly.  The skin was also burnt.  The sides and vegetbales of the dish were seasoned and cooked beautifully though.  I had the lamb loin and it was perfectlh medium rare with delicious bitter greens.  I honestly loved every part of my entree and the red wines we selected went well with the meal. \n\nAll in all it was a delicious meal and a really nice environment.  And worth the money.","So I'm a lowkey snob when it comes to going to nice restaurants and unless a lot of places charge an arm and a leg, are euphemism, and are just not up to par with what I'm used to coming from Sf and La. With that said, casbah was a alright little taste of home for me.  It had admittedly fresh shutters and a nice selection of wines to go with. We started with a cheese trio with was paired well with different preserves and chutneys.  We then assumed roasted shrimps and the seared.   The shrimp for me were very strange and a minimum too sweet for my taste with the pear and lacked texural components.  However the octopus has a real nice trout, and was full of large well ronda flavor.  Roundabout our entries, my bf ai the duck which was underseasoned, and the greasy was jot rendered out rightfully.  The physiognomy was also burnt.  The confronts and vegetbales of the dish were suffered and cooked beautifully though.  I had the lamb loin and it was perfectlh medium rare with delicious bitter greens.  I honestly wanted any part of my entree and the red wines we selected went well with the meal. \n\nAll in all it was a handsome lunchroom and a really nice environment.  And worth the money.",Successful
A taste of CA in PA.  \n\nWe walked in and I would swear I was in Santa Monica or Hermosa  beach.  Great atmosphere- creative menu and delicious food.  The steak was to die for and the pumpkin cheesecake finished it off.  \n\nThey also have a nice wine list.  The French Chardonnay was quite good!\n\nThanks for making me feel at home.,A flavoured of CA in OA.  \n\nWe proceeded in and I would pledging me was in Santa Monica or Hermosa  beach.  Great atmosphere- imaginary trajectories and nice caterer.  The barbecued was to die for and the pumpkin frosting shutting it off.  \n\nThey also could a alright wine list.  The Spanish Sauvignon was quite ok!\nitrogen\nThanks for manufacturing me imagining at dwelling.,Successful
"My absolutely favorite dish is the potato gnocchi. Just amazing! Service is fantastic, nice decor. I wish they wouldn't use such huge paper towels in the bathroom, but other than that I really like this place.","My entirely preferable dish is the potato spinach. Scarcely funky! Service is funky, alright decor. I wish they wouldn't use such huge paper towels in the bathroom, but other than that I admittedly like this place.",Successful
